collection,journal,pmcid,no_pmid,%
Wiley,Anim Conserv,8,0,0
Wiley,Anim Genet,2,0,0
Wiley,Animal Model Exp Med,5,0,0
Wiley,Ann Appl Biol,2,0,0
Wiley,Ann Clin Transl Neurol,13,0,0
Wiley,Ann Hum Genet,1,0,0
Wiley,Ann Noninvasive Electrocardiol,10,0,0
Wiley,Anthropol Today,14,0,0
Wiley,Antipode,5,0,0
Wiley,ANZ J Surg,64,0,0
Wiley,APMIS,22,0,0
Wiley,Appl Cogn Psychol,6,0,0
Wiley,Appl Econ Perspect Policy,14,0,0
Wiley,Appl Organomet Chem,2,0,0
Wiley,Appl Psychol,9,0,0
Wiley,Appl Psychol Health Well Being,29,0,0
Wiley,Aquac Res,3,0,0
Wiley,Aquat Conserv,2,0,0
Wiley,Arch Insect Biochem Physiol,1,0,0
Wiley,Arch Pharm (Weinheim),4,0,0
Wiley,Area (Oxf),1,0,0
Wiley,Arthritis Care Res (Hoboken),9,0,0
Wiley,Arthritis Rheum,8,0,0
Wiley,Arthritis Rheumatol,37,0,0
Wiley,Artif Organs,15,0,0
Wiley,Asia Pac J Clin Oncol,7,0,0
Wiley,Asia Pac Psychiatry,8,0,0
Wiley,Asian J Org Chem,1,0,0
Wiley,Asian J Soc Psychol,10,0,0
Wiley,Aust Econ Pap,1,0,0
Wiley,Aust Econ Rev,3,0,0
Wiley,Aust J Agric Resour Econ,2,0,0
Wiley,Aust J Exp Biol Med Sci,2,0,0
Wiley,Aust J Psychol,1,0,0
Wiley,Aust J Rural Health,8,0,0
Wiley,Aust J Soc Issues,5,0,0
Wiley,Aust N Z J Public Health,27,0,0
Wiley,Aust Occup Ther J,3,0,0
Wiley,Aust Psychol,1,0,0
Wiley,Australas J Dermatol,16,0,0
Wiley,Australas J Ultrasound Med,3,0,0
Wiley,Australas Radiol,1,0,0
Wiley,Autism Res,6,0,0
Wiley,AWHONN Lifelines,4,0,0
Wiley,AWWA Water Sci,1,0,0
Wiley,Basic Appl Pathol,1,0,0
Wiley,Basic Clin Pharmacol Toxicol,6,0,0
Wiley,Behav Interv,1,0,0
Wiley,Biochem Mol Biol Educ,35,0,0
Wiley,Bioelectromagnetics,1,0,0
Wiley,Bioeng Transl Med,6,0,0
Wiley,Bioethics,19,0,0
Wiley,Biofactors,3,0,0
Wiley,Biol Cell,10,0,0
Wiley,Biol J Linn Soc Lond,2,0,0
Wiley,Biol Rev Camb Philos Soc,3,0,0
Wiley,Biom J,5,0,0
Wiley,Biometrics,11,0,0
Wiley,Biotechnol Appl Biochem,13,0,0
Wiley,Biotechnol Bioeng,15,0,0
Wiley,Biotechnol Prog,7,0,0
Wiley,Biotropica,6,0,0
Wiley,Bipolar Disord,10,0,0
Wiley,Birth,6,0,0
Wiley,Birth Defects Res,4,0,0
Wiley,BJS Open,1,0,0
Wiley,BJU Int,28,0,0
Wiley,BJUI Compass,5,0,0
Wiley,Bot J Linn Soc,5,0,0
Wiley,Br J Clin Pharmacol,45,0,0
Wiley,Br J Clin Psychol,2,0,0
Wiley,Br J Educ Psychol,2,0,0
Wiley,Br J Educ Technol,8,0,0
Wiley,Br J Health Psychol,27,0,0
Wiley,Br J Pharmacol,35,0,0
Wiley,Br J Psychol,3,0,0
Wiley,Br J Psychother,5,0,0
Wiley,Br J Soc Psychol,15,0,0
Wiley,Br J Sociol,1,0,0
Wiley,Br J Surg,184,0,0
Wiley,Brain Behav,24,0,0
Wiley,Breast J,17,0,0
Wiley,Bull Korean Chem Soc,2,0,0
Wiley,Bus Ethics,1,0,0
Wiley,Bus Strategy Environ,3,0,0
Wiley,CA Cancer J Clin,5,0,0
Wiley,Can Geogr,1,0,0
Wiley,Can J Chem Eng,1,0,0
Wiley,Can Public Adm,1,0,0
Wiley,Can Rev Sociol,5,0,0
Wiley,Cancer,54,0,0
Wiley,Cancer Commun (Lond),2,0,0
Wiley,Cancer Cytopathol,21,0,0
Wiley,Cancer Med,16,0,0
Wiley,Cancer Rep (Hoboken),12,0,0
Wiley,Cancer Sci,4,0,0
Wiley,Catheter Cardiovasc Interv,46,0,0
Wiley,Cell Biochem Funct,5,0,0
Wiley,Cell Biol Int,13,0,0
Wiley,Cell Microbiol,45,0,0
Wiley,Cell Prolif,11,0,0
Wiley,Centaurus,2,0,0
Wiley,Chem Asian J,4,0,0
Wiley,Chem Biodivers,3,0,0
Wiley,Chem Biol Drug Des,11,0,0
Wiley,Chem Eng Technol,3,0,0
Wiley,Chem Ind,17,0,0
Wiley,Chem Rec,2,0,0
Wiley,ChemCatChem,1,0,0
Wiley,ChemistryOpen,1,0,0
Wiley,ChemistrySelect,16,0,0
Wiley,Child Abuse Rev,3,0,0
Wiley,Child Adolesc Ment Health,20,0,0
Wiley,Child Care Health Dev,4,0,0
Wiley,Child Dev,2,0,0
Wiley,Child Dev Perspect,1,0,0
Wiley,Child Fam Soc Work,2,0,0
Wiley,Child Soc,1,0,0
Wiley,Chin J Chem,2,0,0
Wiley,City Soc (Wash),31,0,0
Wiley,Cladistics,6,0,0
Wiley,Clean (Weinh),3,0,0
Wiley,Clin Adv Periodontics,1,0,0
Wiley,Clin Anat,10,0,0
Wiley,Clin Cardiol,22,0,0
Wiley,Clin Case Rep,106,0,0
Wiley,Clin Endocrinol (Oxf),14,0,0
Wiley,Clin Exp Dent Res,4,0,0
Wiley,Clin Exp Neuroimmunol,2,0,0
Wiley,Clin Exp Ophthalmol,5,0,0
Wiley,Clin Exp Pharmacol Physiol,8,0,0
Wiley,Clin Lab Haematol,1,0,0
Wiley,Clin Liver Dis (Hoboken),13,0,0
Wiley,Clin Obes,12,0,0
Wiley,Clin Otolaryngol,21,0,0
Wiley,Clin Otolaryngol Allied Sci,3,0,0
Wiley,Clin Pharmacol Ther,55,0,0
Wiley,Clin Physiol Funct Imaging,1,0,0
Wiley,Clin Psychol (New York),1,0,0
Wiley,Clin Respir J,26,0,0
Wiley,Clin Teach,20,0,0
Wiley,Clin Transl Allergy,1,0,0
Wiley,Clin Transl Immunology,40,0,0
Wiley,Clin Transl Med,28,0,0
Wiley,Clin Transplant,47,0,0
Wiley,CNS Neurosci Ther,5,0,0
Wiley,Colorectal Dis,33,0,0
Wiley,Community Dent Oral Epidemiol,2,0,0
Wiley,Complexity,2,0,0
Wiley,Compr Rev Food Sci Food Saf,3,0,0
Wiley,Comput Graph Forum,1,0,0
Wiley,Comput Intell,1,0,0
Wiley,Concurr Comput,4,0,0
Wiley,Conserv Lett,2,0,0
Wiley,Conserv Sci Pract,1,0,0
Wiley,Contact Dermatitis,22,0,0
Wiley,Contemp Econ Policy,2,0,0
Wiley,Corp Soc Responsib Environ Manag,2,0,0
Wiley,Couns Psychother Res,6,0,0
Wiley,CPT Pharmacometrics Syst Pharmacol,9,0,0
Wiley,Criminol Public Policy,3,0,0
Wiley,Curator (N Y),1,0,0
Wiley,Curr Protoc,4,0,0
Wiley,Curr Protoc Cell Biol,1,0,0
Wiley,Curr Protoc Cytom,1,0,0
Wiley,Curr Protoc Immunol,5,0,0
Wiley,Curr Protoc Microbiol,8,0,0
Wiley,Curr Protoc Mol Biol,1,0,0
Wiley,Curr Protoc Mouse Biol,1,0,0
Wiley,Curr Protoc Nucleic Acid Chem,7,0,0
Wiley,Curr Protoc Protein Sci,4,0,0
Wiley,Curr Protoc Stem Cell Biol,2,0,0
Wiley,Curr Protoc Toxicol,2,0,0
Wiley,Cytometry,1,0,0
Wiley,Cytometry A,25,0,0
Wiley,Cytoskeleton (Hoboken),1,0,0
Wiley,Dent Traumatol,4,0,0
Wiley,Depress Anxiety,16,0,0
Wiley,Des Manage Rev,1,0,0
Wiley,Dev Change,3,0,0
Wiley,Dev Dyn,1,0,0
Wiley,Dev Econ,4,0,0
Wiley,Dev Growth Differ,2,0,0
Wiley,Dev Med Child Neurol,12,0,0
Wiley,Dev Policy Rev,2,0,0
Wiley,Dev Sci,1,0,0
Wiley,Dev World Bioeth,17,0,0
Wiley,Diabetes Metab Res Rev,21,0,0
Wiley,Diabetes Obes Metab,27,0,0
Wiley,Diagn Cytopathol,5,0,0
Wiley,Dialog,7,0,0
Wiley,Dig Endosc,24,0,0
Wiley,Disasters,2,0,0
Wiley,Divers Distrib,5,0,0
Wiley,Drug Alcohol Rev,19,0,0
Wiley,Drug Test Anal,2,0,0
Wiley,Early Interv Psychiatry,5,0,0
Wiley,Earth Surf Process Landf,1,0,0
Wiley,Earths Future,2,0,0
Wiley,Echocardiography,25,0,0
Wiley,Ecohydrology,1,0,0
Wiley,Ecol Evol,15,0,0
Wiley,Ecol Lett,5,0,0
Wiley,Ecol Res,3,0,0
Wiley,Econ Anthropol,1,0,0
Wiley,Econ Hist Rev,1,0,0
Wiley,Econ Inq,4,0,0
Wiley,Ecosphere,1,0,0
Wiley,Ecum Rev,2,0,0
Wiley,EFSA J,17,0,0
Wiley,EJHaem,27,0,0
Wiley,Electroanalysis,2,0,0
Wiley,Electron Lett,1,0,0
Wiley,Electrophoresis,15,0,0
Wiley,EMBO J,66,0,0
Wiley,EMBO Mol Med,33,0,0
Wiley,Emerg Med Australas,36,0,0
Wiley,Endocrinol Diabetes Metab,13,0,0
Wiley,Eng Life Sci,1,0,0
Wiley,Eng Rep,1,0,0
Wiley,Environ Microbiol,15,0,0
Wiley,Environ Microbiol Rep,1,0,0
Wiley,Environ Prog Sustain Energy,1,0,0
Wiley,Environ Toxicol Chem,5,0,0
Wiley,Environmetrics,1,0,0
Wiley,Epilepsia,8,0,0
Wiley,Epilepsia Open,6,0,0
Wiley,Epileptic Disord,8,0,0
Wiley,ESC Heart Fail,42,0,0
Wiley,Ethics Hum Res,10,0,0
Wiley,Ethology,2,0,0
Wiley,Eur Eat Disord Rev,8,0,0
Wiley,Eur J Biochem,8,0,0
Wiley,Eur J Cancer Care (Engl),7,0,0
Wiley,Eur J Clin Invest,98,0,0
Wiley,Eur J Dent Educ,13,0,0
Wiley,Eur J Educ,1,0,0
Wiley,Eur J Haematol,26,0,0
Wiley,Eur J Heart Fail,45,0,0
Wiley,Eur J Neurosci,3,0,0
Wiley,Eur J Pain,3,0,0
Wiley,Eur J Pers,1,0,0
Wiley,Eur J Polit Res,2,0,0
Wiley,Eur J Soc Psychol,4,0,0
Wiley,Eur Respir J,2,0,0
Wiley,European J Org Chem,2,0,0
Wiley,Evid Based Child Health,5,0,0
Wiley,Evol Anthropol,1,0,0
Wiley,Evol Appl,7,0,0
Wiley,Exp Dermatol,7,0,0
Wiley,Exp Physiol,10,0,0
Wiley,Expert Syst,12,0,0
Wiley,Fam Court Rev,3,0,0
Wiley,Fam Process,28,0,0
Wiley,Fam Relat,6,0,0
Wiley,FASEB Bioadv,11,0,0
Wiley,FEBS Open Bio,6,0,0
Wiley,FEMS Immunol Med Microbiol,16,0,0
Wiley,FEMS Microbiol Rev,9,0,0
Wiley,FEMS Yeast Res,1,0,0
Wiley,Fisc Stud,21,0,0
Wiley,Fish Fish (Oxf),1,0,0
Wiley,Fish Oceanogr,2,0,0
Wiley,Fish Sci,1,0,0
Wiley,Fisheries (Bethesda),3,0,0
Wiley,Flavour Fragr J,1,0,0
Wiley,Focus Altern Complement Ther,4,0,0
Wiley,Food Front,1,0,0
Wiley,Food Sci Nutr,7,0,0
Wiley,Foreign Lang Ann,2,0,0
Wiley,Freshw Biol,8,0,0
Wiley,Front Ecol Environ,11,0,0
Wiley,Funct Ecol,3,0,0
Wiley,Fundam Clin Pharmacol,14,0,0
Wiley,GastroHep,6,0,0
Wiley,Gend Work Organ,57,0,0
Wiley,Genes Chromosomes Cancer,1,0,0
Wiley,Geo,1,0,0
Wiley,Geoarchaeology,1,0,0
Wiley,Geogr Anal,1,0,0
Wiley,Geogr J,3,0,0
Wiley,Geohealth,14,0,0
Wiley,Geophys Res Lett,37,0,0
Wiley,Glob Chang Biol,2,0,0
Wiley,Glob Ecol Biogeogr,2,0,0
Wiley,Glob Netw (Oxf),1,0,0
Wiley,Ground Water Monit Remediat,1,0,0
Wiley,Growth Change,4,0,0
Wiley,Head Neck,101,0,0
Wiley,Headache,30,0,0
Wiley,Health Econ,9,0,0
Wiley,Health Expect,15,0,0
Wiley,Health Info Libr J,5,0,0
Wiley,Health Sci Rep,29,0,0
Wiley,Health Soc Care Community,18,0,0
Wiley,Healthc Technol Lett,1,0,0
Wiley,Helicobacter,2,0,0
Wiley,Hemodial Int,18,0,0
Wiley,Hepatol Commun,22,0,0
Wiley,Hepatol Res,5,0,0
Wiley,Hereditas,1,0,0
Wiley,Histopathology,16,0,0
Wiley,HLA,9,0,0
Wiley,Hum Behav Emerg Technol,18,0,0
Wiley,Hum Factors Ergon Manuf,11,0,0
Wiley,Hum Mutat,2,0,0
Wiley,Hum Psychopharmacol,1,0,0
Wiley,Hum Resour Dev Q,1,0,0
Wiley,Hum Resour Manage,1,0,0
Wiley,Hydrol Process,2,0,0
Wiley,IET Biom,1,0,0
Wiley,IET Image Process,2,0,0
Wiley,IET Syst Biol,1,0,0
Wiley,IJU Case Rep,1,0,0
Wiley,Immun Inflamm Dis,32,0,0
Wiley,Immunol Rev,38,0,0
Wiley,In Pract,4,0,0
Wiley,Ind Relat (Berkeley),1,0,0
Wiley,Inf Disp (1975),8,0,0
Wiley,Infant Child Dev,1,0,0
Wiley,Infant Ment Health J,1,0,0
Wiley,Inflamm Bowel Dis,2,0,0
Wiley,Influenza Other Respir Viruses,180,0,0
Wiley,Insect Conserv Divers,2,0,0
Wiley,Int Aff,1,0,0
Wiley,Int Dent J,6,0,0
Wiley,Int Endod J,8,0,0
Wiley,Int Forum Allergy Rhinol,58,0,0
Wiley,Int J Consum Stud,6,0,0
Wiley,Int J Dent Hyg,3,0,0
Wiley,Int J Dev Neurosci,1,0,0
Wiley,Int J Eat Disord,14,0,0
Wiley,Int J Energy Res,8,0,0
Wiley,Int J Exp Pathol,1,0,0
Wiley,Int J Geriatr Psychiatry,19,0,0
Wiley,Int J Imaging Syst Technol,15,0,0
Wiley,Int J Immunogenet,7,0,0
Wiley,Int J Lab Hematol,57,0,0
Wiley,Int J Lang Commun Disord,6,0,0
Wiley,Int J Med Robot,1,0,0
Wiley,Int J Ment Health Nurs,28,0,0
Wiley,Int J Methods Psychiatr Res,2,0,0
Wiley,Int J Numer Method Biomed Eng,2,0,0
Wiley,Int J Numer Methods Eng,1,0,0
Wiley,Int J Nurs Knowl,4,0,0
Wiley,Int J Nurs Pract,9,0,0
Wiley,Int J Older People Nurs,2,0,0
Wiley,Int J Osteoarchaeol,1,0,0
Wiley,Int J Paediatr Dent,12,0,0
Wiley,Int J Pharm Pract,2,0,0
Wiley,Int J Psychol,22,0,0
Wiley,Int J Quantum Chem,3,0,0
Wiley,Int J Rheum Dis,20,0,0
Wiley,Int J Soc Welf,1,0,0
Wiley,Int J Urban Reg Res,1,0,0
Wiley,Int J Urol,4,0,0
Wiley,Int J Urol Nurs,1,0,0
Wiley,Int Labour Rev,10,0,0
Wiley,Int Migr,6,0,0
Wiley,Int Nurs Rev,35,0,0
Wiley,Int Rev Hydrobiol,1,0,0
Wiley,Int Soc Sci J,9,0,0
Wiley,Int Stat Rev,2,0,0
Wiley,Int Trans Oper Res,2,0,0
Wiley,Int Wound J,23,0,0
Wiley,Int Zoo Yearb,8,0,0
Wiley,Integr Environ Assess Manag,7,0,0
Wiley,Integr Zool,1,0,0
Wiley,Invertebr Biol,1,0,0
Wiley,ISBT Sci Ser,12,0,0
Wiley,Isr J Chem,1,0,0
Wiley,IUBMB Life,14,0,0
Wiley,J Adolesc Adult Lit,2,0,0
Wiley,J Adv Manuf Process,3,0,0
Wiley,J Am Acad Nurse Pract,1,0,0
Wiley,J Am Assoc Nurse Pract,1,0,0
Wiley,J Am Coll Emerg Physicians Open,80,0,0
Wiley,J Am Cult (Malden),1,0,0
Wiley,J Am Geriatr Soc,186,0,0
Wiley,J Anal Psychol,11,0,0
Wiley,J Anat,2,0,0
Wiley,J Androl,1,0,0
Wiley,J Appl Behav Anal,5,0,0
Wiley,J Appl Ecol,3,0,0
Wiley,J Appl Econ (Chichester Engl),1,0,0
Wiley,J Appl Ichthyol,1,0,0
Wiley,J Appl Microbiol,34,0,0
Wiley,J Appl Philos,1,0,0
Wiley,J Appl Polym Sci,2,0,0
Wiley,J Appl Res Intellect Disabil,7,0,0
Wiley,J Appl Soc Psychol,10,0,0
Wiley,J Aquat Anim Health,2,0,0
Wiley,J Arrhythm,15,0,0
Wiley,J Assoc Inf Sci Technol,3,0,0
Wiley,J Basic Microbiol,2,0,0
Wiley,J Behav Decis Mak,3,0,0
Wiley,J Biochem Mol Toxicol,3,0,0
Wiley,J Biogeogr,5,0,0
Wiley,J Biomed Mater Res A,1,0,0
Wiley,J Biophotonics,3,0,0
Wiley,J Bus Finance Account,1,0,0
Wiley,J Cachexia Sarcopenia Muscle,7,0,0
Wiley,J Cardiovasc Electrophysiol,12,0,0
Wiley,J Cell Mol Med,31,0,0
Wiley,J Cell Physiol,29,0,0
Wiley,J Chem Technol Biotechnol,4,0,0
Wiley,J Child Adolesc Psychiatr Nurs,4,0,0
Wiley,J Child Psychol Psychiatry,6,0,0
Wiley,J Chin Chem Soc,3,0,0
Wiley,J Clin Apher,10,0,0
Wiley,J Clin Hypertens (Greenwich),15,0,0
Wiley,J Clin Lab Anal,61,0,0
Wiley,J Clin Nurs,73,0,0
Wiley,J Clin Periodontol,4,0,0
Wiley,J Clin Pharm Ther,17,0,0
Wiley,J Clin Pharmacol,28,0,0
Wiley,J Clin Psychol,6,0,0
Wiley,J Clin Ultrasound,4,0,0
Wiley,J Community Appl Soc Psychol,15,0,0
Wiley,J Community Psychol,22,0,0
Wiley,J Comp Neurol,1,0,0
Wiley,J Comput Assist Learn,6,0,0
Wiley,J Comput Chem,7,0,0
Wiley,J Consum Aff,6,0,0
Wiley,J Consum Psychol,1,0,0
Wiley,J Cosmet Dermatol,53,0,0
Wiley,J Cutan Pathol,5,0,0
Wiley,J Dent Educ,78,0,0
Wiley,J Dermatol,12,0,0
Wiley,J Diabetes Investig,14,0,0
Wiley,J Dig Dis,5,0,0
Wiley,J Dtsch Dermatol Ges,17,0,0
Wiley,J Ecol,1,0,0
Wiley,J Econ Manag Strategy,3,0,0
Wiley,J Econ Surv,1,0,0
Wiley,J Electron Microsc Tech,3,0,0
Wiley,J Employ Couns,1,0,0
Wiley,J Eng (Stevenage),1,0,0
Wiley,J Esthet Restor Dent,1,0,0
Wiley,J Eukaryot Microbiol,5,0,0
Wiley,J Eur Acad Dermatol Venereol,261,0,0
Wiley,J Eval Clin Pract,20,0,0
Wiley,J Evid Based Med,11,0,0
Wiley,J Evol Biol,2,0,0
Wiley,J Exp Zool,1,0,0
Wiley,J Exp Zool A Ecol Genet Physiol,1,0,0
Wiley,J Extracell Vesicles,5,0,0
Wiley,J Fam Theory Rev,1,0,0
Wiley,J Fam Ther,4,0,0
Wiley,J Flood Risk Manag,1,0,0
Wiley,J Food Process Preserv,1,0,0
Wiley,J Food Qual,1,0,0
Wiley,J Food Saf,5,0,0
Wiley,J Food Sci,1,0,0
Wiley,J Food Sci Educ,2,0,0
Wiley,J Forensic Sci,6,0,0
Wiley,J Gen Fam Med,17,0,0
Wiley,J Gene Med,11,0,0
Wiley,J Genet Couns,17,0,0
Wiley,J Geophys Res Atmos,2,0,0
Wiley,J Healthc Risk Manag,3,0,0
Wiley,J Hepatobiliary Pancreat Sci,1,0,0
Wiley,J Heterocycl Chem,3,0,0
Wiley,J Hist Sociol,1,0,0
Wiley,J Hosp Med,1,0,0
Wiley,J Hum Nutr Diet,2,0,0
Wiley,J Ind Ecol,1,0,0
Wiley,J Inherit Metab Dis,2,0,0
Wiley,J Int AIDS Soc,19,0,0
Wiley,J Int Dev,1,0,0
Wiley,J Intellect Disabil Res,14,0,0
Wiley,J Intern Med,66,0,0
Wiley,J Law Soc,1,0,0
Wiley,J Leukoc Biol,56,0,0
Wiley,J Magn Reson Imaging,10,0,0
Wiley,J Marital Fam Ther,7,0,0
Wiley,J Marriage Fam,1,0,0
Wiley,J Med Imaging Radiat Oncol,10,0,0
Wiley,J Med Primatol,8,0,0
Wiley,J Med Radiat Sci,5,0,0
Wiley,J Mol Recognit,3,0,0
Wiley,J Morphol,3,0,0
Wiley,J Neurobiol,1,0,0
Wiley,J Neuroendocrinol,1,0,0
Wiley,J Neuroimaging,6,0,0
Wiley,J Neurosci Res,9,0,0
Wiley,J Nurs Manag,51,0,0
Wiley,J Nurs Scholarsh,11,0,0
Wiley,J Nurse Midwifery,1,0,0
Wiley,J Obstet Gynaecol Res,30,0,0
Wiley,J Obstet Gynecol Neonatal Nurs,1,0,0
Wiley,J Occup Health,22,0,0
Wiley,J Occup Organ Psychol,2,0,0
Wiley,J Oral Pathol Med,4,0,0
Wiley,J Oral Rehabil,1,0,0
Wiley,J Pathol Clin Res,3,0,0
Wiley,J Pept Res,1,0,0
Wiley,J Periodontol,1,0,0
Wiley,J Pers,1,0,0
Wiley,J Pharm Health Serv Res,1,0,0
Wiley,J Pharm Pharmacol,7,0,0
Wiley,J Pharm Pract Res,1,0,0
Wiley,J Pharm Sci,1,0,0
Wiley,J Phys Org Chem,1,0,0
Wiley,J Pineal Res,7,0,0
Wiley,J Policy Anal Manage,1,0,0
Wiley,J Policy Pract Intellect Disabil,5,0,0
Wiley,J Polym Sci A Polym Chem,1,0,0
Wiley,J Pop Cult,1,0,0
Wiley,J Prod Innov Manage,2,0,0
Wiley,J Prosthodont,4,0,0
Wiley,J Protozool,2,0,0
Wiley,J Psychiatr Ment Health Nurs,15,0,0
Wiley,J Public Aff,72,0,0
Wiley,J Public Econ Theory,1,0,0
Wiley,J R Anthropol Inst,1,0,0
Wiley,J R Stat Soc Ser A Stat Soc,1,0,0
Wiley,J R Stat Soc Ser C Appl Stat,1,0,0
Wiley,J Raman Spectrosc,2,0,0
Wiley,J Rapid Methods Autom Microbiol,1,0,0
Wiley,J Reg Sci,10,0,0
Wiley,J Relig Ethics,1,0,0
Wiley,J Res Adolesc,1,0,0
Wiley,J Res Spec Educ Needs,2,0,0
Wiley,J Risk Insur,1,0,0
Wiley,J Rural Health,45,0,0
Wiley,J Sch Health,16,0,0
Wiley,J Sci Study Relig,1,0,0
Wiley,J Sep Sci,1,0,0
Wiley,J Sleep Res,20,0,0
Wiley,J Soc Issues,1,0,0
Wiley,J Soc Philos,1,0,0
Wiley,J Spec Pediatr Nurs,1,0,0
Wiley,J Surfactants Deterg,1,0,0
Wiley,J Surg Oncol,48,0,0
Wiley,J Trauma Stress,14,0,0
Wiley,J Ultrasound Med,43,0,0
Wiley,J Veg Sci,7,0,0
Wiley,J Vet Med A Physiol Pathol Clin Med,8,0,0
Wiley,J Vet Pharmacol Ther,8,0,0
Wiley,J Wildl Manage,1,0,0
Wiley,J World Aquac Soc,2,0,0
Wiley,J World Intellect Prop,2,0,0
Wiley,J Zool Syst Evol Res,1,0,0
Wiley,JBMR Plus,2,0,0
Wiley,JCPP Adv,3,0,0
Wiley,JCSM Rapid Commun,1,0,0
Wiley,JGH Open,16,0,0
Wiley,JPEN J Parenter Enteral Nutr,19,0,0
Wiley,Jpn J Microbiol,1,0,0
Wiley,Jpn J Nurs Sci,8,0,0
Wiley,Jpn Psychol Res,1,0,0
Wiley,Juv Fam Court J,4,0,0
Wiley,Kaohsiung J Med Sci,23,0,0
Wiley,Lakes Reserv,1,0,0
Wiley,Laryngoscope,73,0,0
Wiley,Laryngoscope Investig Otolaryngol,27,0,0
Wiley,Lat Am Policy,1,0,0
Wiley,Learn Health Syst,5,0,0
Wiley,Learn Publ,12,0,0
Wiley,Leg Stud (Soc Leg Scholars),1,0,0
Wiley,Lethaia,1,0,0
Wiley,Limnol Oceanogr,2,0,0
Wiley,Limnol Oceanogr Bull,1,0,0
Wiley,Liver,1,0,0
Wiley,Liver Int,32,0,0
Wiley,Luminescence,2,0,0
Wiley,Macromol Chem Phys,1,0,0
Wiley,Macromol Symp,1,0,0
Wiley,Magn Reson Med,1,0,0
Wiley,Mamm Rev,5,0,0
Wiley,Mar Ecol (Berl),1,0,0
Wiley,Mass Spectrom Rev,6,0,0
Wiley,Matern Child Nutr,11,0,0
Wiley,Math Methods Appl Sci,15,0,0
Wiley,MDE Manage Decis Econ,4,0,0
Wiley,Med Anthropol Q,5,0,0
Wiley,Med Devices Sens,7,0,0
Wiley,Med Educ,55,0,0
Wiley,Med Phys,6,0,0
Wiley,Med Res Rev,25,0,0
Wiley,Med Vet Entomol,3,0,0
Wiley,MedComm (Beijing),14,0,0
Wiley,Ment Retard Dev Disabil Res Rev,1,0,0
Wiley,Metroeconomica,2,0,0
Wiley,Microb Biotechnol,17,0,0
Wiley,Microbiol Immunol,43,0,0
Wiley,Microbiologyopen,2,0,0
Wiley,Microcirculation,2,0,0
Wiley,Microsc Res Tech,5,0,0
Wiley,Microsurgery,6,0,0
Wiley,Milbank Q,13,0,0
Wiley,Mod Law Rev,1,0,0
Wiley,Mol Ecol,12,0,0
Wiley,Mol Ecol Notes,1,0,0
Wiley,Mol Ecol Resour,2,0,0
Wiley,Mol Genet Genomic Med,5,0,0
Wiley,Mol Inform,8,0,0
Wiley,Mol Microbiol,10,0,0
Wiley,Mol Nutr Food Res,2,0,0
Wiley,Mol Oral Microbiol,1,0,0
Wiley,Mol Plant Pathol,1,0,0
Wiley,Mol Reprod Dev,2,0,0
Wiley,Mol Syst Biol,5,0,0
Wiley,Mov Disord,44,0,0
Wiley,Mov Disord Clin Pract,17,0,0
Wiley,Mt Sinai J Med,2,0,0
Wiley,Muscle Nerve,32,0,0
Wiley,Musculoskeletal Care,3,0,0
Wiley,Muslim World (Hartford),1,0,0
Wiley,Mycoses,25,0,0
Wiley,N Am J Fish Manag,1,0,0
Wiley,Nano Sel,1,0,0
Wiley,Nat Resour Model,1,0,0
Wiley,Nations Natl,2,0,0
Wiley,Nephrology (Carlton),9,0,0
Wiley,Neurogastroenterol Motil,13,0,0
Wiley,Neurol Clin Neurosci,2,0,0
Wiley,Neuromodulation,10,0,0
Wiley,Neuropathology,7,0,0
Wiley,Neuropsychopharmacol Rep,5,0,0
Wiley,Neurourol Urodyn,10,0,0
Wiley,New Blackfriars,1,0,0
Wiley,New Dir Eval,1,0,0
Wiley,New Microbes New Infect,2,0,0
Wiley,New Perspect Q,1,0,0
Wiley,New Technol Work Employ,1,0,0
Wiley,Nonprofit Manag Leadersh,1,0,0
Wiley,Numer Methods Partial Differ Equ,2,0,0
Wiley,Nurs Crit Care,18,0,0
Wiley,Nurs Forum,13,0,0
Wiley,Nurs Health Sci,12,0,0
Wiley,Nurs Inq,10,0,0
Wiley,Nurs Open,37,0,0
Wiley,Nurs Philos,3,0,0
Wiley,Nutr Bull,6,0,0
Wiley,Nutr Clin Pract,15,0,0
Wiley,Nutr Diet,3,0,0
Wiley,Nutr Rev,3,0,0
Wiley,Obes Rev,14,0,0
Wiley,Obes Sci Pract,6,0,0
Wiley,Obesity (Silver Spring),72,0,0
Wiley,Obstet Gynaecol,1,0,0
Wiley,Oceania,1,0,0
Wiley,Oikos,1,0,0
Wiley,Oncologist,34,0,0
Wiley,Opflow,7,0,0
Wiley,Ophthalmic Physiol Opt,4,0,0
Wiley,Optim Control Appl Methods,2,0,0
Wiley,Oral Dis,100,0,0
Wiley,Oral Microbiol Immunol,1,0,0
Wiley,Oral Sci Int,1,0,0
Wiley,Oral Surg,13,0,0
Wiley,Orthod Craniofac Res,1,0,0
Wiley,Orthop Surg,2,0,0
Wiley,Oxf Bull Econ Stat,2,0,0
Wiley,Pacing Clin Electrophysiol,16,0,0
Wiley,Paediatr Anaesth,26,0,0
Wiley,Paediatr Perinat Epidemiol,4,0,0
Wiley,Pain Pract,5,0,0
Wiley,Pap Reg Sci,1,0,0
